Schnitt 1

X 	 Y 	 Z 	

0.000010429 	 0.002856526 	 0.000000000
0.000030434 	 0.002818535 	 0.000000000
0.000050448 	 0.002780534 	 0.000000000
0.000069455 	 0.002740542 	 0.000000000
0.000088455 	 0.002697558 	 0.000000000
0.000106474 	 0.002643555 	 0.000000000
0.000138522 	 0.002513543 	 0.000000000
0.000156524 	 0.002464558 	 0.000000000
0.000178517 	 0.002439578 	 0.000000000
0.000200530 	 0.002423572 	 0.000000000
0.000224526 	 0.002412586 	 0.000000000
0.000248528 	 0.002406591 	 0.000000000
0.000272545 	 0.002402579 	 0.000000000
0.000297529 	 0.002400603 	 0.000000000
0.000322536 	 0.002403601 	 0.000000000
0.000348539 	 0.002413600 	 0.000000000
0.000375532 	 0.002431610 	 0.000000000
0.000405525 	 0.002469614 	 0.000000000
0.000439501 	 0.002532633 	 0.000000000
0.000472478 	 0.002593650 	 0.000000000
0.000535473 	 0.002690646 	 0.000000000
0.000566463 	 0.002735652 	 0.000000000
0.000596456 	 0.002773656 	 0.000000000
0.000624430 	 0.002800685 	 0.000000000
0.000653427 	 0.002827688 	 0.000000000
0.000682432 	 0.002856682 	 0.000000000
0.000708419 	 0.002868699 	 0.000000000
0.000735421 	 0.002881700 	 0.000000000
0.000761426 	 0.002889699 	 0.000000000
0.000772415 	 0.002836727 	 0.000000000
0.000808424 	 0.002872717 	 0.000000000
0.000818429 	 0.002878711 	 0.000000000
0.000819419 	 0.002820739 	 0.000000000
0.000841431 	 0.002870717 	 0.000000000
0.000850422 	 0.002828740 	 0.000000000
0.000864433 	 0.002860722 	 0.000000000
0.000878428 	 0.002830740 	 0.000000000
0.000898432 	 0.002815744 	 0.000000000
0.000914440 	 0.002791745 	 0.000000000
0.000924452 	 0.002754743 	 0.000000000
0.000933459 	 0.002713749 	 0.000000000
0.000941466 	 0.002671755 	 0.000000000
0.000948474 	 0.002625759 	 0.000000000
0.000955506 	 0.002580737 	 0.000000000
0.000959508 	 0.002528749 	 0.000000000
0.000954524 	 0.002397765 	 0.000000000
0.000946569 	 0.002318734 	 0.000000000
0.000951571 	 0.002269746 	 0.000000000
0.000965573 	 0.002239755 	 0.000000000
0.000982588 	 0.002217748 	 0.000000000
0.001001569 	 0.002199778 	 0.000000000
0.001023596 	 0.002188757 	 0.000000000
0.001045575 	 0.002176788 	 0.000000000
0.001068577 	 0.002168794 	 0.000000000
0.001093577 	 0.002164801 	 0.000000000
0.001121583 	 0.002166800 	 0.000000000
0.001153593 	 0.002177794 	 0.000000000
0.001194571 	 0.002208819 	 0.000000000
0.001240577 	 0.002252813 	 0.000000000
0.001285568 	 0.002292823 	 0.000000000
0.001328545 	 0.002327849 	 0.000000000
0.001370538 	 0.002361858 	 0.000000000
0.001409534 	 0.002388864 	 0.000000000
0.001448538 	 0.002416862 	 0.000000000
0.001468514 	 0.002419892 	 0.000000000
0.001517536 	 0.002453870 	 0.000000000
0.001551529 	 0.002469882 	 0.000000000
0.001580515 	 0.002480902 	 0.000000000
0.001617517 	 0.002488907 	 0.000000000
0.001625510 	 0.002460923 	 0.000000000
0.001648523 	 0.002486908 	 0.000000000
0.001657515 	 0.002460926 	 0.000000000
0.001678518 	 0.002446931 	 0.000000000
0.001698521 	 0.002432936 	 0.000000000
0.001717524 	 0.002417941 	 0.000000000
0.001743532 	 0.002409940 	 0.000000000
0.001752533 	 0.002382948 	 0.000000000
0.001766539 	 0.002360951 	 0.000000000
0.001772557 	 0.002329940 	 0.000000000
0.001768557 	 0.002285952 	 0.000000000
0.001761565 	 0.002240953 	 0.000000000
0.001754581 	 0.002193945 	 0.000000000
0.001742584 	 0.002141953 	 0.000000000
0.001732602 	 0.002091944 	 0.000000000
0.001714624 	 0.002032931 	 0.000000000
0.001686651 	 0.001961913 	 0.000000000
